04:15,0008
04:21,0016
04:28,0024
04:35,0032
04:44,0040
04:53,0048
05:02,0056
05:13,0064
05:23,0072
05:34,0080
05:46,0088
05:59,0096
06:11,0104
06:24,0112
06:38,0120
06:52,0128
07:07,0136
07:21,0144
07:37,0152
07:53,0160
08:10,0168
08:27,0176
08:45,0184
09:02,0192
09:19,0200
09:37,0208
09:55,0216
10:14,0224
10:33,0232
10:53,0240
11:13,0248
11:34,0256
11:55,0264
12:16,0272
12:39,0280
13:02,0288
13:26,0296
13:51,0304
14:16,0312
14:42,0320
15:09,0328
15:39,0336
16:07,0344
16:36,0352
17:06,0360
17:41,0368
18:12,0376
18:42,0384
19:14,0392
19:45,0400
20:23,0408
21:00,0416
21:36,0424
22:15,0432
22:56,0440
23:36,0448
24:18,0456
25:01,0464
25:45,0472
26:30,0480
27:16,0488
28:03,0496
28:49,0504
